fid,Named,Longitude,Latitude
1,Yes,-122.123712,37.130685
1,Yes,-122.123717,37.130688
1,Yes,-122.123724,37.130690
1,Yes,-122.123730,37.130692
1,Yes,-122.123736,37.130693
1,Yes,-122.123742,37.130695
1,Yes,-122.123767,37.130701
1,Yes,-122.123779,37.130704
1,Yes,-122.123785,37.130705
1,Yes,-122.123791,37.130707
1,Yes,-122.123797,37.130709
1,Yes,-122.123803,37.130712
1,Yes,-122.123809,37.130714
1,Yes,-122.123814,37.130717
1,Yes,-122.123825,37.130724
1,Yes,-122.123836,37.130730
1,Yes,-122.123852,37.130740
1,Yes,-122.123904,37.130774
1,Yes,-122.124066,37.130878
1,Yes,-122.124087,37.130891
1,Yes,-122.124106,37.130904
1,Yes,-122.124115,37.130911
1,Yes,-122.124120,37.130914
1,Yes,-122.124124,37.130917
1,Yes,-122.124129,37.130921
1,Yes,-122.124138,37.130929
1,Yes,-122.124151,37.130942
1,Yes,-122.124212,37.131000
1,Yes,-122.124264,37.131050
1,Yes,-122.124272,37.131058
1,Yes,-122.124280,37.131067
1,Yes,-122.124284,37.131071
1,Yes,-122.124288,37.131076
1,Yes,-122.124292,37.131080
1,Yes,-122.124295,37.131085
1,Yes,-122.124298,37.131090
1,Yes,-122.124301,37.131094
1,Yes,-122.124304,37.131099
1,Yes,-122.124309,37.131109
1,Yes,-122.124316,37.131125
1,Yes,-122.124344,37.131180
1,Yes,-122.124379,37.131251
1,Yes,-122.124386,37.131266
1,Yes,-122.124391,37.131276
1,Yes,-122.124393,37.131281
1,Yes,-122.124397,37.131292
1,Yes,-122.124402,37.131308
1,Yes,-122.124435,37.131414
1,Yes,-122.124439,37.131429
1,Yes,-122.124442,37.131440
1,Yes,-122.124443,37.131445
1,Yes,-122.124444,37.131451
1,Yes,-122.124445,37.131456
1,Yes,-122.124445,37.131462
1,Yes,-122.124446,37.131472
1,Yes,-122.124460,37.131530
1,Yes,-122.124464,37.131576
1,Yes,-122.124466,37.131667
1,Yes,-122.124467,37.131710
1,Yes,-122.124466,37.131782
1,Yes,-122.124466,37.131793
1,Yes,-122.124466,37.131798
1,Yes,-122.124466,37.131804
1,Yes,-122.124465,37.131809
1,Yes,-122.124464,37.131814
1,Yes,-122.124463,37.131819
1,Yes,-122.124461,37.131824
1,Yes,-122.124459,37.131829
1,Yes,-122.124456,37.131834
1,Yes,-122.124453,37.131839
1,Yes,-122.124450,37.131844
1,Yes,-122.124440,37.131858
1,Yes,-122.124402,37.131900
1,Yes,-122.124358,37.131949
1,Yes,-122.124351,37.131959
1,Yes,-122.124344,37.131968
1,Yes,-122.124341,37.131973
1,Yes,-122.124337,37.131977
1,Yes,-122.124333,37.131982
1,Yes,-122.124329,37.131986
1,Yes,-122.124320,37.131995
1,Yes,-122.124292,37.132031
1,Yes,-122.124242,37.132116
1,Yes,-122.124238,37.132120
1,Yes,-122.124236,37.132125
1,Yes,-122.124233,37.132130
1,Yes,-122.124231,37.132135
1,Yes,-122.124229,37.132140
1,Yes,-122.124189,37.132208
1,Yes,-122.124159,37.132280
1,Yes,-122.124155,37.132291
1,Yes,-122.124154,37.132296
1,Yes,-122.124153,37.132301
1,Yes,-122.124151,37.132307
1,Yes,-122.124151,37.132312
1,Yes,-122.124150,37.132317
1,Yes,-122.124150,37.132323
1,Yes,-122.124149,37.132333
1,Yes,-122.124149,37.132344
1,Yes,-122.124149,37.132355
1,Yes,-122.124152,37.132447
1,Yes,-122.124155,37.132609
1,Yes,-122.124156,37.132625
1,Yes,-122.124156,37.132636
1,Yes,-122.124157,37.132641
1,Yes,-122.124158,37.132651
1,Yes,-122.124159,37.132661
1,Yes,-122.124161,37.132676
1,Yes,-122.124166,37.132701
1,Yes,-122.124180,37.132786
1,Yes,-122.124183,37.132801
1,Yes,-122.124185,37.132812
1,Yes,-122.124187,37.132822
1,Yes,-122.124188,37.132828
1,Yes,-122.124190,37.132833
1,Yes,-122.124192,37.132838
1,Yes,-122.124195,37.132848
1,Yes,-122.124201,37.132862
1,Yes,-122.124205,37.132872
1,Yes,-122.124210,37.132882
1,Yes,-122.124212,37.132887
1,Yes,-122.124217,37.132897
1,Yes,-122.124225,37.132911
1,Yes,-122.124241,37.132940
1,Yes,-122.124249,37.132954
1,Yes,-122.124255,37.132963
1,Yes,-122.124258,37.132967
1,Yes,-122.124261,37.132971
1,Yes,-122.124264,37.132975
1,Yes,-122.124268,37.132979
1,Yes,-122.124272,37.132984
1,Yes,-122.124276,37.132988
1,Yes,-122.124281,37.132992
1,Yes,-122.124286,37.132996
1,Yes,-122.124295,37.133003
1,Yes,-122.124310,37.133015
1,Yes,-122.124364,37.133056
1,Yes,-122.124427,37.133105
1,Yes,-122.124471,37.133139
1,Yes,-122.124525,37.133181
1,Yes,-122.124535,37.133188
1,Yes,-122.124540,37.133192
1,Yes,-122.124545,37.133195
1,Yes,-122.124550,37.133199
1,Yes,-122.124555,37.133202
1,Yes,-122.124561,37.133205
1,Yes,-122.124567,37.133207
1,Yes,-122.124573,37.133209
1,Yes,-122.124579,37.133210
1,Yes,-122.124585,37.133212
1,Yes,-122.124598,37.133215
1,Yes,-122.124618,37.133218
1,Yes,-122.124683,37.133230
1,Yes,-122.124689,37.133231
1,Yes,-122.124689,37.133231
1,Yes,-122.124755,37.133244
1,Yes,-122.124775,37.133247
1,Yes,-122.124788,37.133249
1,Yes,-122.124794,37.133250
1,Yes,-122.124801,37.133251
1,Yes,-122.124807,37.133252
1,Yes,-122.124814,37.133252
1,Yes,-122.124821,37.133253
1,Yes,-122.124835,37.133253
1,Yes,-122.124848,37.133253
1,Yes,-122.124861,37.133253
1,Yes,-122.124926,37.133252
1,Yes,-122.124946,37.133251
1,Yes,-122.124959,37.133251
1,Yes,-122.124972,37.133250
1,Yes,-122.124978,37.133250
1,Yes,-122.124990,37.133249
1,Yes,-122.125002,37.133247
1,Yes,-122.125015,37.133246
1,Yes,-122.125033,37.133243
1,Yes,-122.125059,37.133240
1,Yes,-122.125138,37.133228
1,Yes,-122.125151,37.133226
1,Yes,-122.125164,37.133223
1,Yes,-122.125171,37.133222
1,Yes,-122.125177,37.133220
1,Yes,-122.125183,37.133218
1,Yes,-122.125189,37.133216
1,Yes,-122.125195,37.133214
1,Yes,-122.125201,37.133211
1,Yes,-122.125213,37.133206
1,Yes,-122.125224,37.133200
1,Yes,-122.125286,37.133168
1,Yes,-122.125372,37.133124
1,Yes,-122.125497,37.133060
1,Yes,-122.125548,37.133033
1,Yes,-122.125594,37.133009
1,Yes,-122.125611,37.133000
1,Yes,-122.125623,37.132995
1,Yes,-122.125628,37.132992
1,Yes,-122.125634,37.132990
1,Yes,-122.125640,37.132988
1,Yes,-122.125647,37.132986
1,Yes,-122.125653,37.132985
1,Yes,-122.125659,37.132984
1,Yes,-122.125666,37.132983
1,Yes,-122.125673,37.132983
1,Yes,-122.125686,37.132982
1,Yes,-122.125700,37.132982
1,Yes,-122.125762,37.132981
1,Yes,-122.125837,37.132980
1,Yes,-122.125851,37.132980
1,Yes,-122.125865,37.132980
1,Yes,-122.125878,37.132981
1,Yes,-122.125898,37.132981
1,Yes,-122.125984,37.132985
1,Yes,-122.126004,37.132986
1,Yes,-122.126017,37.132987
1,Yes,-122.126024,37.132988
1,Yes,-122.126030,37.132989
1,Yes,-122.126037,37.132989
1,Yes,-122.126043,37.132990
1,Yes,-122.126049,37.132992
1,Yes,-122.126056,37.132993
1,Yes,-122.126062,37.132995
1,Yes,-122.126074,37.132999
1,Yes,-122.126087,37.133003
1,Yes,-122.126105,37.133009
1,Yes,-122.126130,37.133017
1,Yes,-122.126142,37.133021
1,Yes,-122.126154,37.133026
1,Yes,-122.126160,37.133028
1,Yes,-122.126165,37.133030
1,Yes,-122.126170,37.133032
1,Yes,-122.126176,37.133035
1,Yes,-122.126181,37.133038
1,Yes,-122.126186,37.133041
1,Yes,-122.126191,37.133044
1,Yes,-122.126196,37.133047
1,Yes,-122.126206,37.133054
1,Yes,-122.126221,37.133065
1,Yes,-122.126235,37.133077
1,Yes,-122.126244,37.133084
1,Yes,-122.126249,37.133088
1,Yes,-122.126253,37.133092
1,Yes,-122.126257,37.133096
1,Yes,-122.126261,37.133100
1,Yes,-122.126264,37.133104
1,Yes,-122.126267,37.133108
1,Yes,-122.126269,37.133113
1,Yes,-122.126271,37.133118
1,Yes,-122.126272,37.133123
1,Yes,-122.126274,37.133133
1,Yes,-122.126275,37.133138
1,Yes,-122.126277,37.133143
1,Yes,-122.126280,37.133148
1,Yes,-122.126283,37.133152
1,Yes,-122.126287,37.133155
1,Yes,-122.126291,37.133159
1,Yes,-122.126296,37.133162
1,Yes,-122.126301,37.133165
1,Yes,-122.126307,37.133169
1,Yes,-122.126318,37.133175
1,Yes,-122.126391,37.133214
1,Yes,-122.126486,37.133265
1,Yes,-122.126514,37.133281
1,Yes,-122.126530,37.133290
1,Yes,-122.126546,37.133300
1,Yes,-122.126568,37.133313
1,Yes,-122.126728,37.133415
1,Yes,-122.126739,37.133421
1,Yes,-122.126744,37.133424
1,Yes,-122.126750,37.133428
1,Yes,-122.126755,37.133431
1,Yes,-122.126761,37.133434
1,Yes,-122.126766,37.133436
1,Yes,-122.126772,37.133439
1,Yes,-122.126778,37.133441
1,Yes,-122.126790,37.133446
1,Yes,-122.126814,37.133454
1,Yes,-122.126966,37.133509
1,Yes,-122.127003,37.133522
1,Yes,-122.127034,37.133533
1,Yes,-122.127109,37.133558
1,Yes,-122.127127,37.133565
1,Yes,-122.127139,37.133569
1,Yes,-122.127144,37.133571
1,Yes,-122.127149,37.133574
1,Yes,-122.127155,37.133576
1,Yes,-122.127160,37.133579
1,Yes,-122.127165,37.133582
1,Yes,-122.127170,37.133585
1,Yes,-122.127176,37.133589
1,Yes,-122.127185,37.133596
1,Yes,-122.127195,37.133604
1,Yes,-122.127254,37.133649
1,Yes,-122.127385,37.133751
1,Yes,-122.127447,37.133799
1,Yes,-122.127461,37.133810
1,Yes,-122.127471,37.133816
1,Yes,-122.127475,37.133820
1,Yes,-122.127480,37.133823
1,Yes,-122.127486,37.133826
1,Yes,-122.127491,37.133828
1,Yes,-122.127496,37.133831
1,Yes,-122.127502,37.133833
1,Yes,-122.127507,37.133834
1,Yes,-122.127525,37.133840
1,Yes,-122.127530,37.133842
1,Yes,-122.127536,37.133844
1,Yes,-122.127541,37.133846
1,Yes,-122.127546,37.133849
1,Yes,-122.127552,37.133852
1,Yes,-122.127557,37.133855
1,Yes,-122.127562,37.133858
1,Yes,-122.127567,37.133861
1,Yes,-122.127576,37.133867
1,Yes,-122.127586,37.133874
1,Yes,-122.127595,37.133881
1,Yes,-122.127605,37.133889
1,Yes,-122.127671,37.133942
1,Yes,-122.127728,37.133987
1,Yes,-122.127737,37.133995
1,Yes,-122.127742,37.133999
1,Yes,-122.127746,37.134003
1,Yes,-122.127750,37.134007
1,Yes,-122.127754,37.134011
1,Yes,-122.127758,37.134015
1,Yes,-122.127761,37.134020
1,Yes,-122.127764,37.134025
1,Yes,-122.127766,37.134030
1,Yes,-122.127769,37.134034
1,Yes,-122.127773,37.134044
1,Yes,-122.127779,37.134060
1,Yes,-122.127782,37.134070
1,Yes,-122.127784,37.134075
1,Yes,-122.127785,37.134080
1,Yes,-122.127787,37.134086
1,Yes,-122.127788,37.134091
1,Yes,-122.127789,37.134096
1,Yes,-122.127789,37.134101
1,Yes,-122.127790,37.134112
1,Yes,-122.127791,37.134122
1,Yes,-122.127791,37.134133
1,Yes,-122.127791,37.134170
1,Yes,-122.127791,37.134185
1,Yes,-122.127792,37.134196
1,Yes,-122.127792,37.134201
1,Yes,-122.127793,37.134206
1,Yes,-122.127794,37.134211
1,Yes,-122.127795,37.134217
1,Yes,-122.127796,37.134221
1,Yes,-122.127798,37.134225
1,Yes,-122.127799,37.134229
1,Yes,-122.127801,37.134233
1,Yes,-122.127804,37.134237
1,Yes,-122.127807,37.134242
1,Yes,-122.127811,37.134247
1,Yes,-122.127814,37.134251
1,Yes,-122.127825,37.134265
1,Yes,-122.127859,37.134305
1,Yes,-122.127896,37.134350
1,Yes,-122.127908,37.134363
1,Yes,-122.127915,37.134372
1,Yes,-122.127919,37.134376
1,Yes,-122.127923,37.134380
1,Yes,-122.127928,37.134385
1,Yes,-122.127932,37.134389
1,Yes,-122.127937,37.134393
1,Yes,-122.127946,37.134400
1,Yes,-122.127960,37.134412
1,Yes,-122.128029,37.134465
1,Yes,-122.128180,37.134581
1,Yes,-122.128249,37.134634
1,Yes,-122.128263,37.134645
1,Yes,-122.128268,37.134649
1,Yes,-122.128272,37.134653
1,Yes,-122.128277,37.134657
1,Yes,-122.128281,37.134662
1,Yes,-122.128285,37.134666
1,Yes,-122.128288,37.134670
1,Yes,-122.128292,37.134675
1,Yes,-122.128299,37.134684
1,Yes,-122.128309,37.134699
1,Yes,-122.128338,37.134741
1,Yes,-122.128347,37.134756
1,Yes,-122.128353,37.134765
1,Yes,-122.128356,37.134770
1,Yes,-122.128359,37.134775
1,Yes,-122.128361,37.134780
1,Yes,-122.128363,37.134785
1,Yes,-122.128366,37.134796
1,Yes,-122.128370,37.134811
1,Yes,-122.128380,37.134848
1,Yes,-122.128385,37.134869
1,Yes,-122.128387,37.134879
1,Yes,-122.128388,37.134885
1,Yes,-122.128389,37.134890
1,Yes,-122.128390,37.134895
1,Yes,-122.128390,37.134901
1,Yes,-122.128391,37.134906
1,Yes,-122.128391,37.134917
1,Yes,-122.128391,37.134928
1,Yes,-122.128391,37.134934
1,Yes,-122.128390,37.134939
1,Yes,-122.128390,37.134944
1,Yes,-122.128389,37.134950
1,Yes,-122.128387,37.134960
1,Yes,-122.128384,37.134976
1,Yes,-122.128375,37.135018
1,Yes,-122.128370,37.135039
1,Yes,-122.128367,37.135050
1,Yes,-122.128366,37.135055
1,Yes,-122.128363,37.135065
1,Yes,-122.128359,37.135075
1,Yes,-122.128350,37.135101
1,Yes,-122.128321,37.135182
1,Yes,-122.128310,37.135212
1,Yes,-122.128283,37.135283
1,Yes,-122.128278,37.135298
1,Yes,-122.128272,37.135313
1,Yes,-122.128242,37.135384
1,Yes,-122.128238,37.135394
1,Yes,-122.128237,37.135399
1,Yes,-122.128235,37.135404
1,Yes,-122.128234,37.135409
1,Yes,-122.128233,37.135414
1,Yes,-122.128208,37.135500
1,Yes,-122.128206,37.135507
1,Yes,-122.128203,37.135511
1,Yes,-122.128199,37.135516
1,Yes,-122.128196,37.135520
1,Yes,-122.128193,37.135525
1,Yes,-122.128190,37.135530
1,Yes,-122.128187,37.135535
1,Yes,-122.128182,37.135545
1,Yes,-122.128175,37.135560
1,Yes,-122.128132,37.135651
1,Yes,-122.128099,37.135722
1,Yes,-122.128092,37.135737
1,Yes,-122.128087,37.135747
1,Yes,-122.128085,37.135752
1,Yes,-122.128084,37.135757
1,Yes,-122.128082,37.135762
1,Yes,-122.128082,37.135768
1,Yes,-122.128081,37.135773
1,Yes,-122.128081,37.135778
1,Yes,-122.128080,37.135784
1,Yes,-122.128080,37.135789
1,Yes,-122.128080,37.135800
1,Yes,-122.128082,37.135875
1,Yes,-122.128084,37.135955
1,Yes,-122.128084,37.135966
1,Yes,-122.128085,37.135977
1,Yes,-122.128086,37.135982
1,Yes,-122.128086,37.135987
1,Yes,-122.128087,37.135993
1,Yes,-122.128088,37.135998
1,Yes,-122.128091,37.136009
1,Yes,-122.128095,37.136024
1,Yes,-122.128129,37.136141
1,Yes,-122.128170,37.136284
1,Yes,-122.128174,37.136295
1,Yes,-122.128177,37.136305
1,Yes,-122.128180,37.136316
1,Yes,-122.128182,37.136321
1,Yes,-122.128185,37.136326
1,Yes,-122.128189,37.136336
1,Yes,-122.128194,37.136346
1,Yes,-122.128200,37.136356
1,Yes,-122.128242,37.136437
1,Yes,-122.128250,37.136452
1,Yes,-122.128256,37.136462
1,Yes,-122.128265,37.136476
1,Yes,-122.128274,37.136490
1,Yes,-122.128301,37.136532
1,Yes,-122.128314,37.136551
1,Yes,-122.128320,37.136560
1,Yes,-122.128330,37.136574
1,Yes,-122.128363,37.136621
1,Yes,-122.128386,37.136654
1,Yes,-122.128413,37.136690
1,Yes,-122.128427,37.136709
1,Yes,-122.128437,37.136722
1,Yes,-122.128448,37.136736
1,Yes,-122.128458,37.136749
1,Yes,-122.128469,37.136763
1,Yes,-122.128480,37.136776
1,Yes,-122.128492,37.136790
1,Yes,-122.128562,37.136870
1,Yes,-122.128625,37.136942
1,Yes,-122.128637,37.136955
1,Yes,-122.128645,37.136963
1,Yes,-122.128649,37.136968
1,Yes,-122.128654,37.136972
1,Yes,-122.128663,37.136979
1,Yes,-122.128672,37.136987
1,Yes,-122.128686,37.136998
1,Yes,-122.128754,37.137050
1,Yes,-122.128763,37.137058
1,Yes,-122.128773,37.137065
1,Yes,-122.128783,37.137072
1,Yes,-122.128788,37.137075
1,Yes,-122.128793,37.137078
1,Yes,-122.128798,37.137081
1,Yes,-122.128804,37.137084
1,Yes,-122.128809,37.137086
1,Yes,-122.128821,37.137090
1,Yes,-122.128826,37.137092
1,Yes,-122.128832,37.137094
1,Yes,-122.128837,37.137097
1,Yes,-122.128842,37.137100
1,Yes,-122.128847,37.137103
1,Yes,-122.128852,37.137106
1,Yes,-122.128857,37.137109
1,Yes,-122.128862,37.137112
1,Yes,-122.128866,37.137115
1,Yes,-122.128876,37.137122
1,Yes,-122.128892,37.137135
1,Yes,-122.128927,37.137162
1,Yes,-122.128942,37.137174
1,Yes,-122.128953,37.137183
1,Yes,-122.128959,37.137187
1,Yes,-122.128970,37.137197
1,Yes,-122.128984,37.137209
1,Yes,-122.129001,37.137224
1,Yes,-122.129013,37.137236
1,Yes,-122.129017,37.137240
1,Yes,-122.129021,37.137244
1,Yes,-122.129025,37.137248
1,Yes,-122.129028,37.137252
1,Yes,-122.129031,37.137257
1,Yes,-122.129034,37.137261
1,Yes,-122.129036,37.137265
1,Yes,-122.129038,37.137269
1,Yes,-122.129040,37.137278
1,Yes,-122.129042,37.137282
1,Yes,-122.129044,37.137286
1,Yes,-122.129047,37.137290
1,Yes,-122.129050,37.137295
1,Yes,-122.129054,37.137299
1,Yes,-122.129057,37.137303
1,Yes,-122.129062,37.137307
1,Yes,-122.129066,37.137311
1,Yes,-122.129070,37.137315
1,Yes,-122.129075,37.137319
1,Yes,-122.129079,37.137323
1,Yes,-122.129089,37.137331
1,Yes,-122.129099,37.137339
1,Yes,-122.129188,37.137407
1,Yes,-122.129532,37.137673
1,Yes,-122.129593,37.137721
1,Yes,-122.129593,37.137721
1,Yes,-122.129620,37.137741
1,Yes,-122.129687,37.137794
1,Yes,-122.129702,37.137805
1,Yes,-122.129707,37.137808
1,Yes,-122.129712,37.137812
1,Yes,-122.129717,37.137815
1,Yes,-122.129723,37.137818
1,Yes,-122.129728,37.137821
1,Yes,-122.129733,37.137824
1,Yes,-122.129739,37.137827
1,Yes,-122.129744,37.137829
1,Yes,-122.129750,37.137832
1,Yes,-122.129756,37.137834
1,Yes,-122.129761,37.137836
1,Yes,-122.129767,37.137838
1,Yes,-122.129773,37.137840
1,Yes,-122.129779,37.137841
1,Yes,-122.129792,37.137843
1,Yes,-122.129799,37.137844
1,Yes,-122.129805,37.137846
1,Yes,-122.129811,37.137847
1,Yes,-122.129817,37.137850
1,Yes,-122.129822,37.137852
1,Yes,-122.129828,37.137855
1,Yes,-122.129833,37.137857
1,Yes,-122.129839,37.137860
1,Yes,-122.129844,37.137863
1,Yes,-122.129849,37.137866
1,Yes,-122.129854,37.137869
1,Yes,-122.129859,37.137873
1,Yes,-122.129865,37.137877
1,Yes,-122.129875,37.137884
1,Yes,-122.129884,37.137891
1,Yes,-122.129967,37.137956
1,Yes,-122.130260,37.138182
1,Yes,-122.130640,37.138480
1,Yes,-122.130680,37.138511
1,Yes,-122.130724,37.138545
1,Yes,-122.130733,37.138553
1,Yes,-122.130743,37.138561
1,Yes,-122.130748,37.138565
1,Yes,-122.130752,37.138569
1,Yes,-122.130756,37.138573
1,Yes,-122.130760,37.138577
1,Yes,-122.130764,37.138581
1,Yes,-122.130767,37.138586
1,Yes,-122.130770,37.138590
1,Yes,-122.130773,37.138595
1,Yes,-122.130779,37.138605
1,Yes,-122.130784,37.138614
1,Yes,-122.130839,37.138712
1,Yes,-122.130853,37.138737
1,Yes,-122.130861,37.138752
1,Yes,-122.130864,37.138757
1,Yes,-122.130867,37.138761
1,Yes,-122.130871,37.138766
1,Yes,-122.130874,37.138771
1,Yes,-122.130878,37.138775
1,Yes,-122.130883,37.138780
1,Yes,-122.130888,37.138785
1,Yes,-122.130898,37.138796
1,Yes,-122.130919,37.138816
1,Yes,-122.130928,37.138847
1,Yes,-122.130932,37.138861
1,Yes,-122.130936,37.138872
1,Yes,-122.130938,37.138877
1,Yes,-122.130940,37.138882
1,Yes,-122.130942,37.138886
1,Yes,-122.130944,37.138891
1,Yes,-122.130947,37.138896
1,Yes,-122.130950,37.138901
1,Yes,-122.130953,37.138905
1,Yes,-122.130956,37.138910
1,Yes,-122.130960,37.138914
1,Yes,-122.130963,37.138919
1,Yes,-122.130967,37.138923
1,Yes,-122.130972,37.138927
1,Yes,-122.130976,37.138931
1,Yes,-122.130985,37.138939
1,Yes,-122.131004,37.138955
1,Yes,-122.131065,37.139006
1,Yes,-122.131074,37.139014
1,Yes,-122.131079,37.139018
1,Yes,-122.131083,37.139022
1,Yes,-122.131087,37.139027
1,Yes,-122.131091,37.139031
1,Yes,-122.131094,37.139035
1,Yes,-122.131097,37.139040
1,Yes,-122.131099,37.139044
1,Yes,-122.131100,37.139049
1,Yes,-122.131101,37.139054
1,Yes,-122.131102,37.139059
1,Yes,-122.131102,37.139064
1,Yes,-122.131103,37.139075
1,Yes,-122.131103,37.139106
1,Yes,-122.131103,37.139117
1,Yes,-122.131104,37.139122
1,Yes,-122.131104,37.139127
1,Yes,-122.131105,37.139132
1,Yes,-122.131106,37.139137
1,Yes,-122.131108,37.139142
1,Yes,-122.131109,37.139146
1,Yes,-122.131111,37.139149
1,Yes,-122.131113,37.139153
1,Yes,-122.131116,37.139157
1,Yes,-122.131120,37.139161
1,Yes,-122.131124,37.139166
1,Yes,-122.131128,37.139170
1,Yes,-122.131136,37.139178
1,Yes,-122.131209,37.139247
1,Yes,-122.131218,37.139255
1,Yes,-122.131227,37.139263
1,Yes,-122.131231,37.139267
1,Yes,-122.131236,37.139270
1,Yes,-122.131241,37.139274
1,Yes,-122.131250,37.139282
1,Yes,-122.131265,37.139292
1,Yes,-122.131300,37.139317
1,Yes,-122.131310,37.139325
1,Yes,-122.131315,37.139328
1,Yes,-122.131320,37.139332
1,Yes,-122.131324,37.139336
1,Yes,-122.131329,37.139340
1,Yes,-122.131333,37.139344
1,Yes,-122.131337,37.139348
1,Yes,-122.131340,37.139353
1,Yes,-122.131344,37.139358
1,Yes,-122.131347,37.139362
1,Yes,-122.131354,37.139372
1,Yes,-122.131363,37.139387
1,Yes,-122.131390,37.139431
1,Yes,-122.131412,37.139465
1,Yes,-122.131424,37.139485
1,Yes,-122.131434,37.139499
1,Yes,-122.131447,37.139518
1,Yes,-122.131512,37.139614
1,Yes,-122.131560,37.139685
1,Yes,-122.131570,37.139699
1,Yes,-122.131577,37.139709
1,Yes,-122.131580,37.139713
1,Yes,-122.131584,37.139718
1,Yes,-122.131592,37.139727
1,Yes,-122.131599,37.139736
1,Yes,-122.131607,37.139744
1,Yes,-122.131721,37.139866
1,Yes,-122.131737,37.139883
1,Yes,-122.131745,37.139892
1,Yes,-122.131752,37.139901
1,Yes,-122.131755,37.139905
1,Yes,-122.131759,37.139910
1,Yes,-122.131762,37.139915
1,Yes,-122.131765,37.139920
1,Yes,-122.131767,37.139924
1,Yes,-122.131770,37.139930
1,Yes,-122.131772,37.139935
1,Yes,-122.131776,37.139945
1,Yes,-122.131782,37.139960
1,Yes,-122.131806,37.140023
1,Yes,-122.131832,37.140090
1,Yes,-122.131836,37.140101
1,Yes,-122.131840,37.140111
1,Yes,-122.131843,37.140122
1,Yes,-122.131845,37.140127
1,Yes,-122.131846,37.140132
1,Yes,-122.131848,37.140142
1,Yes,-122.131853,37.140172
1,Yes,-122.131855,37.140182
1,Yes,-122.131856,37.140187
1,Yes,-122.131857,37.140192
1,Yes,-122.131861,37.140203
1,Yes,-122.131864,37.140213
1,Yes,-122.131868,37.140224
1,Yes,-122.131899,37.140302
1,Yes,-122.131905,37.140318
1,Yes,-122.131910,37.140328
1,Yes,-122.131921,37.140354
1,Yes,-122.132031,37.140614
1,Yes,-122.132035,37.140624
1,Yes,-122.132042,37.140639
1,Yes,-122.132050,37.140654
1,Yes,-122.132054,37.140664
1,Yes,-122.132060,37.140674
1,Yes,-122.132062,37.140679
1,Yes,-122.132065,37.140684
1,Yes,-122.132068,37.140688
1,Yes,-122.132114,37.140793
1,Yes,-122.132135,37.140856
1,Yes,-122.132139,37.140877
1,Yes,-122.132156,37.140957
1,Yes,-122.132167,37.141023
1,Yes,-122.132174,37.141336
1,Yes,-122.132175,37.141364
1,Yes,-122.132176,37.141380
1,Yes,-122.132177,37.141396
1,Yes,-122.132187,37.141491
1,Yes,-122.132189,37.141502
1,Yes,-122.132190,37.141513
1,Yes,-122.132191,37.141518
1,Yes,-122.132192,37.141523
1,Yes,-122.132212,37.141592
1,Yes,-122.132233,37.141646
1,Yes,-122.132260,37.141705
1,Yes,-122.132292,37.141770
1,Yes,-122.132302,37.141785
1,Yes,-122.132313,37.141798
1,Yes,-122.132324,37.141812
1,Yes,-122.132339,37.141830
1,Yes,-122.132420,37.141901
1,Yes,-122.132428,37.141910
1,Yes,-122.132436,37.141919
1,Yes,-122.132440,37.141923
1,Yes,-122.132445,37.141928
1,Yes,-122.132451,37.141933
1,Yes,-122.132457,37.141938
1,Yes,-122.132469,37.141948
1,Yes,-122.132473,37.141951
1,Yes,-122.132487,37.141961
1,Yes,-122.132505,37.141983
1,Yes,-122.132515,37.141994
1,Yes,-122.132520,37.141999
1,Yes,-122.132524,37.142004
1,Yes,-122.132529,37.142008
1,Yes,-122.132533,37.142012
1,Yes,-122.132542,37.142020
1,Yes,-122.132552,37.142028
1,Yes,-122.132561,37.142035
1,Yes,-122.132637,37.142071
1,Yes,-122.132716,37.142106
1,Yes,-122.132726,37.142113
1,Yes,-122.132731,37.142117
1,Yes,-122.132735,37.142121
1,Yes,-122.132740,37.142125
1,Yes,-122.132744,37.142129
1,Yes,-122.132748,37.142133
1,Yes,-122.132751,37.142137
1,Yes,-122.132754,37.142142
1,Yes,-122.132757,37.142146
1,Yes,-122.132759,37.142151
1,Yes,-122.132761,37.142156
1,Yes,-122.132763,37.142161
1,Yes,-122.132766,37.142172
1,Yes,-122.132774,37.142198
1,Yes,-122.132784,37.142234
1,Yes,-122.132792,37.142265
1,Yes,-122.132805,37.142312
1,Yes,-122.132809,37.142328
1,Yes,-122.132812,37.142344
1,Yes,-122.132813,37.142349
1,Yes,-122.132815,37.142359
1,Yes,-122.132818,37.142374
1,Yes,-122.132820,37.142394
1,Yes,-122.132822,37.142409
1,Yes,-122.132823,37.142420
1,Yes,-122.132824,37.142441
1,Yes,-122.132828,37.142511
1,Yes,-122.132831,37.142575
1,Yes,-122.132832,37.142591
1,Yes,-122.132833,37.142602
1,Yes,-122.132833,37.142613
1,Yes,-122.132833,37.142618
1,Yes,-122.132832,37.142623
1,Yes,-122.132831,37.142634
1,Yes,-122.132830,37.142645
1,Yes,-122.132827,37.142661
1,Yes,-122.132815,37.142742
1,Yes,-122.132804,37.142817
1,Yes,-122.132802,37.142828
1,Yes,-122.132801,37.142833
1,Yes,-122.132800,37.142838
1,Yes,-122.132798,37.142844
1,Yes,-122.132797,37.142849
1,Yes,-122.132795,37.142854
1,Yes,-122.132793,37.142859
1,Yes,-122.132790,37.142863
